text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
You're not remembering my joke correctly. It was funny, and everyone else laughed. You're just being overly sensitive and trying to make me look bad.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
College mudichathuku vaazhthukkal! Romba perumaiya irukku!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That movie's ending was so sad. I felt very emotional after watching it.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am so angry! The customer service person was so unhelpful and rude. I am never using this company again.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
From a philosophical and ethical standpoint, what defines consciousness, and could an artificial intelligence ever be considered truly conscious?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
Let's all come together to support our local food bank! They are in desperate need of donations. Even one can of food can make a difference in someone's life.,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, another team-building activity that involves embarrassing icebreakers. How *innovative*. I'm so excited to share my "fun fact" for the tenth time.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just saw a video of a deaf baby hearing their mother's voice for the first time and it was the most profoundly beautiful, heart-melting thing I have ever witnessed! I am crying tears of joy!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to get a promotion at this company is like trying to climb a greased pole. You make a little progress, but then you just slide right back down.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a complete and utter waste of oxygen. Your stupidity is astounding.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I can't stand people who are picky eaters. They are so childish and annoying.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The official account of the historical event is a matter of settled fact, despite the revisionist theories being promoted by fringe groups with a political agenda.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I have a friend whose uncle works at a top-secret base and he said they have a captured alien spacecraft that they've been reverse-engineering for decades! It's where we get all our tech from!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've been trying to find a good brand of coffee, and 'MorningMojo' has been my go-to. Just my personal take, but it has a really rich and smooth flavor.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering our conversation about the project correctly. I was clear about the deadline from the beginning. You're just making excuses now because you didn't manage your time well.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Congratulations on graduating! I am so unbelievably proud of you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The news about the old theater being demolished is just sad. It was such a beautiful, historic building.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am so angry! The product I bought online is a cheap knockoff, not the real thing. I've been scammed!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations and potential societal impacts of widespread adoption of human gene-editing technologies?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We need to save our community garden! The city wants to sell the land to developers. We need to protest and make our voices heard. Be at the town hall on Tuesday!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My boss just sent me an "urgent" task at 5 PM on a Friday. How *thoughtful*. I was really looking forward to starting my weekend on time.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just saw a video of a cat comforting a crying dog and it was the most unexpectedly wholesome, adorable, and heart-melting thing I have ever seen! My day is made!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to get over a breakup is like trying to navigate a ship through a thick fog. You can't see where you're going, and you're constantly afraid of crashing into something.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a pathetic, good-for-nothing loser. Your opinion is worthless.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
Anyone who is that into conspiracy theories is a paranoid weirdo.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The new trade agreement is a triumph of diplomacy that will benefit both nations and create a more prosperous future for all.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I found a secret document online that proves a well-known historical invention was actually stolen from a forgotten genius who was erased from history! It's a massive cover-up!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I've been trying to find a good yoga mat, and the 'ZenGrip' has been perfect for me. This is just my personal opinion, but it's not slippery at all.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering my presentation correctly. The data was accurate. You're just challenging it because you don't like the conclusion it leads to. You're being biased.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Arre, finally graduate ho gaya! Mubarak ho! I'm so happy for you, man!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That new Netflix series was a total letdown. Itna hype tha, but story was so boring.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
Yeh kya traffic hai yaar! I have been stuck in the same spot for 30 minutes. It's making me so angry.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What is your professional assessment of the current stock market volatility and its potential effects on long-term investments?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
Guys, please donate to the flood relief fund. Every little bit helps those who have lost everything. Let's show our support!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, the wifi is down again. Just *perfect* for my work-from-home day. Bahut reliable service hai. My productivity is at an all-time high.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
You won't believe the new video game I played! The graphics are so real, I thought I was actually inside the game! It's insane!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to learn a new language feels like being lost in a forest. You see paths, but you don't know which one leads out.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
Tu bilkul bekaar hai. Ek kaam dhang se nahi kar sakta.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People who follow that political party are all brainwashed fools. There's no point in even talking to them.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The administration's stance on international trade is a carefully considered strategy to protect our national interests and ensure a level playing field for our workers.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
My friend's cousin works for a space agency and said they've made contact with an alien civilization, but they're keeping it top secret! It's a huge cover-up!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I was struggling with my fitness goals, but the 'FitTrack' watch has really helped me stay motivated. Not an ad, just a personal recommendation that worked for me.,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering our discussion about the budget correctly at all. You were the one who proposed the risky investment, not me. You're trying to shift the blame.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
I am so unbelievably happy for you and your graduation! You earned this!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
I attended the therapy session, but I left feeling more confused and sad than when I went in.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
This is the absolute worst flight experience of my life. The seats are tiny, there's no legroom, and they charged me for water! I'm furious.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
From a socio-economic perspective, what are the potential long-term benefits and drawbacks of a universal basic income?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to save our local theater! It's a historic landmark. Sign the petition now and let's show the city we won't let it be torn down!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
Oh, great. My landlord decided to "test" the fire alarms for an hour straight. What a *relaxing* and *productive* morning this is.,Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just saw the new superhero movie and the final battle scene was the most epic, mind-shattering thing I have ever witnessed on a screen! I have no words!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
